date;carte;plateforme;titre;prix;port;total;cote;tendance_cote;decote_pct;prix_revente_conseille;profit_net_estime;vendeur_nom;vendeur_note;url
2026-07-11 15:53;Bulbizarre 166/165;Vinted;Bulbizarre AR (Illustration Rare) 166/165 - Pokémon 151 Japonais SV2a;30.0;3.5;33.5;75.0;=;55.3;94.83;49.0;?;100%;https://www.vinted.fr/items/9373436953-bulbizarre-ar-illustration-rare-166165-pokemon-151-japonais-sv2a
2026-07-11 15:53;Pikachu 173/165;Vinted;pikachu AR sv2a;39.99;3.5;43.49;82.99;=;47.6;104.93;47.8;?;100%;https://www.vinted.fr/items/9373204710-pikachu-ar-sv2a
2026-07-11 16:49;Méga-Dracolosse ex 290/217;Vinted;Mega-Dracolosse Ex;45.0;3.5;48.5;450.0;=;89.2;568.97;446.5;?;100%;https://www.vinted.fr/items/9199752712-mega-dracolosse-ex
2026-07-11 17:51;Pikachu 173/165;Vinted;Pokémon Pikachu #173 - sv2a -Pokémon Card 151 EX;37.99;3.5;41.49;82.99;=;50.0;104.93;49.8;?;100%;https://www.vinted.fr/items/9373287091-pokemon-pikachu-173-sv2a-pokemon-card-151-ex
2026-07-11 17:51;Pikachu 173/165;Vinted;Carta pokemon pikachu sv2a 173/165 japanese ar 151;38.0;3.5;41.5;82.99;=;50.0;104.93;49.79;?;100%;https://www.vinted.fr/items/9374480220-carta-pokemon-pikachu-sv2a-173165-japanese-ar-151
2026-07-11 19:52;Méga-Gardevoir ex 187/132;Vinted;Méga-Gardevoir Ex MEG;2.0;3.5;5.5;245.0;=;97.8;309.77;264.0;?;100%;https://www.vinted.fr/items/9225440122-mega-gardevoir-ex-meg
2026-07-11 19:52;Méga-Gardevoir ex 187/132;Vinted;Méga Gardevoir ex mep032;6.0;3.5;9.5;245.0;=;96.1;309.77;260.0;?;100%;https://www.vinted.fr/items/9340047054-mega-gardevoir-ex-mep032
2026-07-11 19:52;Pikachu 173/165;Vinted;Carte pokémon pikachu 173/165 sv2a;40.0;3.5;43.5;82.99;=;47.6;104.93;47.79;?;100%;https://www.vinted.fr/items/9375440487-carte-pokemon-pikachu-173165-sv2a
2026-07-11 20:54;Dracaufeu ex 199/165;Vinted;Dracaufeu EX;10.0;3.5;13.5;432.5;=;96.9;546.84;462.25;?;100%;https://www.vinted.fr/items/9300452817-dracaufeu-ex
2026-07-11 20:54;Pikachu 173/165;Vinted;Pikachu jap 173/165 ar 151;45.0;3.5;48.5;82.99;=;41.6;104.93;42.79;?;100%;https://www.vinted.fr/items/9375964266-pikachu-jap-173165-ar-151
2026-07-11 20:54;Alakazam ex 188/165;Vinted;Alakazam ex;2.0;3.5;5.5;30.0;=;81.7;37.93;27.5;?;100%;https://www.vinted.fr/items/9092411338-alakazam-ex
2026-07-11 22:05;Méga-Gardevoir ex 187/132;Vinted;Mega Gardevoir ex Full Art carta Pokémon promo;13.0;3.5;16.5;245.0;=;93.3;309.77;253.0;?;100%;https://www.vinted.fr/items/9361015225-mega-gardevoir-ex-full-art-carta-pokemon-promo
2026-07-11 22:05;Alakazam ex 188/165;Vinted;Alakazam ex Shiny 215-091 Paldea fates;7.0;3.5;10.5;30.0;=;65.0;37.93;22.5;?;100%;https://www.vinted.fr/items/9193252137-alakazam-ex-shiny-215-091-paldea-fates
2026-07-12 00:07;Bulbizarre 166/165;Vinted;Bulbizarre 151 AR Jap;29.9;3.5;33.4;75.0;=;55.5;94.83;49.1;?;100%;https://www.vinted.fr/items/9377017099-bulbizarre-151-ar-jap
2026-07-12 00:07;Salamèche 168/165;Vinted;Salamèche AR 168/165 – Pokémon Card 151 (Japonais) Collect Aura 9.5 Mint+;60.0;3.5;63.5;93.9;=;32.4;118.72;39.79;?;100%;https://www.vinted.fr/items/9377066182-salameche-ar-168165-pokemon-card-151-japonais-collect-aura-95-mint
2026-07-12 00:07;Alakazam ex 188/165;Vinted;Alakazam EX 050 Promo Ecarlate et Violet FR;2.0;3.5;5.5;30.0;=;81.7;37.93;27.5;?;100%;https://www.vinted.fr/items/9170903240-alakazam-ex-050-promo-ecarlate-et-violet-fr
2026-07-12 01:11;Carapuce 170/165;Vinted;Carapuce holographique cosmo ev3,5 151 Svp48;2.0;3.5;5.5;107.5;=;94.9;135.92;112.75;?;100%;https://www.vinted.fr/items/9374184778-carapuce-holographique-cosmo-ev35-151-svp48
2026-07-12 01:11;Pikachu 173/165;Vinted;Carte pokemon pikachu GG30/GG70 Zénith suprême;55.0;3.5;58.5;82.99;=;29.5;104.93;32.79;?;100%;https://www.vinted.fr/items/9375770921-carte-pokemon-pikachu-gg30gg70-zenith-supreme
2026-07-12 05:55;Mew ex 205/165;Vinted;Carte Pokemon - Mew Ex 205/165;30.0;3.5;33.5;44.89;↗️;25.4;56.76;15.88;?;100%;https://www.vinted.fr/items/9366081946-carte-pokemon-mew-ex-205165
2026-07-12 05:55;Mew ex 205/165;Vinted;Mew ex mew 205/165;30.0;3.5;33.5;44.89;↗️;25.4;56.76;15.88;?;100%;https://www.vinted.fr/items/9354386268-mew-ex-mew-205165
2026-07-12 05:55;Mew ex 205/165;Vinted;Mew ex gold 205/165;30.0;3.5;33.5;44.89;↗️;25.4;56.76;15.88;?;100%;https://www.vinted.fr/items/9350731245-mew-ex-gold-205165
2026-07-12 05:55;Mew ex 205/165;Vinted;Carta Pokemon Mew ex MEW 205/165 ENG;30.0;3.5;33.5;44.89;↗️;25.4;56.76;15.88;?;100%;https://www.vinted.fr/items/9345503801-carta-pokemon-mew-ex-mew-205165-eng
2026-07-12 05:55;Mew ex 205/165;Vinted;Mew EX promo - 151 - 205/165;30.0;3.5;33.5;44.89;↗️;25.4;56.76;15.88;?;100%;https://www.vinted.fr/items/9332706317-mew-ex-promo-151-205165
2026-07-12 08:29;Carapuce 170/165;Vinted;Pokémon 151 japonaise carapuce 170/165 AR;28.0;3.5;31.5;107.5;=;70.7;135.92;86.75;?;100%;https://www.vinted.fr/items/9377552863-pokemon-151-japonaise-carapuce-170165-ar
2026-07-12 08:29;Alakazam ex 188/165;Vinted;Alakazam ex 151 ingles 188/165 pokemon;17.0;3.5;20.5;30.0;=;31.7;37.93;12.5;?;100%;https://www.vinted.fr/items/9377714488-alakazam-ex-151-ingles-188165-pokemon
2026-07-12 10:40;Mew ex 205/165;Vinted;Mew ex 205/165;30.0;3.5;33.5;44.89;=;25.4;56.76;15.88;?;100%;https://www.vinted.fr/items/9378348516-mew-ex-205165
2026-07-12 12:15;Méga-Dracolosse ex 290/217;Vinted;Mega dracolosse ex;30.0;3.5;33.5;450.0;=;92.6;568.97;461.5;?;100%;https://www.vinted.fr/items/9378511673-mega-dracolosse-ex
2026-07-12 13:34;Salamèche 168/165;Vinted;Carte pokémon Salamèche SV2A 168/165 AR - Japonais;27.0;3.5;30.5;93.9;=;67.5;118.72;72.79;?;100%;https://www.vinted.fr/items/9379334030-carte-pokemon-salameche-sv2a-168165-ar-japonais
2026-07-12 14:38;Méga-Dracolosse ex 290/217;Vinted;Mega dracolosse ex m2a;17.0;3.5;20.5;450.0;=;95.4;568.97;474.5;?;100%;https://www.vinted.fr/items/9276835180-mega-dracolosse-ex-m2a
2026-07-12 14:38;Méga-Gardevoir ex 187/132;Vinted;Mega Gardevoir ex (ASC 089) Héros Transcendants;1.5;3.5;5.0;245.0;=;98.0;309.77;264.5;?;100%;https://www.vinted.fr/items/9377580207-mega-gardevoir-ex-asc-089-heros-transcendants
2026-07-12 14:38;Alakazam ex 188/165;Vinted;Carte Pokémon Alakazam Ex Promo SVP 050 Ecarlate & Violet;2.0;3.5;5.5;30.0;=;81.7;37.93;27.5;?;100%;https://www.vinted.fr/items/9212532632-carte-pokemon-alakazam-ex-promo-svp-050-ecarlate-violet
2026-07-12 16:15;Méga-Dracolosse ex 290/217;Vinted;Carte Pokémon Dracolosse Mega;36.0;3.5;39.5;450.0;=;91.2;568.97;455.5;?;100%;https://www.vinted.fr/items/9377752142-carte-pokemon-dracolosse-mega
2026-07-12 17:19;Dracaufeu ex 199/165;Vinted;Carte Pokémon dracaufeu;30.0;3.5;33.5;432.5;=;92.3;546.84;442.25;?;100%;https://www.vinted.fr/items/9381769836-carte-pokemon-dracaufeu
2026-07-12 17:19;Salamèche 168/165;Vinted;Salamèche 168/165 AR – Pokémon 151 japonais – CollectAura 10;1.0;3.5;4.5;93.9;=;95.2;118.72;98.79;?;100%;https://www.vinted.fr/items/9381990016-salameche-168165-ar-pokemon-151-japonais-collectaura-10
2026-07-12 17:19;Mew ex 193/165;Vinted;carte pokemon  Lippoutou EX  MEW 124 fr;4.0;3.5;7.5;55.23;=;86.4;69.83;53.25;?;100%;https://www.vinted.fr/items/9380207551-carte-pokemon-lippoutou-ex-mew-124-fr
2026-07-12 19:34;Dracaufeu ex 199/165;Vinted;Dracaufeu ex 199/165 MEWEN - Pokémon 151 Illustration Rare;300.0;3.5;303.5;432.5;=;29.8;546.84;172.25;?;100%;https://www.vinted.fr/items/9383566936-dracaufeu-ex-199165-mewen-pokemon-151-illustration-rare
2026-07-12 19:34;Pikachu 173/165;Vinted;Pikachu 173/165 AR – Pokémon 151 japonais – CollectAura 9,5;1.0;3.5;4.5;82.99;=;94.6;104.93;86.79;?;100%;https://www.vinted.fr/items/9383687579-pikachu-173165-ar-pokemon-151-japonais-collectaura-95
2026-07-12 19:34;Salamèche 168/165;Vinted;Carte Pokémon Salamèche AR 168/165 - Extension sv2a (Pokémon 151);45.0;3.5;48.5;93.9;=;48.3;118.72;54.79;?;100%;https://www.vinted.fr/items/9382708736-carte-pokemon-salameche-ar-168165-extension-sv2a-pokemon-151
2026-07-12 19:34;Bulbizarre 166/165;Vinted;Bulbizarre AR Japonaise (151);25.0;3.5;28.5;75.0;=;62.0;94.83;54.0;?;100%;https://www.vinted.fr/items/9383267884-bulbizarre-ar-japonaise-151
2026-07-12 19:34;Pikachu 173/165;Vinted;Pikachu AR Japonaise (151);38.0;3.5;41.5;82.99;=;50.0;104.93;49.79;?;100%;https://www.vinted.fr/items/9383243312-pikachu-ar-japonaise-151
2026-07-12 20:38;Pikachu 173/165;Vinted;Carta pokemon pikachu ar 173/165 korean art rare sv2a originale;25.0;3.5;28.5;82.99;=;65.7;104.93;62.79;?;100%;https://www.vinted.fr/items/9384459276-carta-pokemon-pikachu-ar-173165-korean-art-rare-sv2a-originale
2026-07-12 20:38;Mew ex 193/165;Vinted;mew EX - MEWit 151 193/165 MINT;25.0;3.5;28.5;55.23;=;48.4;69.83;32.25;?;100%;https://www.vinted.fr/items/9383977274-mew-ex-mewit-151-193165-mint
2026-07-12 22:40;Carapuce 170/165;Vinted;Carte Pokémon Coréen 151 Carapuce 170/165;22.0;3.5;25.5;107.5;=;76.3;135.92;92.75;?;100%;https://www.vinted.fr/items/9331693758-carte-pokemon-coreen-151-carapuce-170165
2026-07-12 23:33;Salamèche 168/165;Vinted;Salamèche Promo Écarlate et Violette;60.0;3.5;63.5;93.9;=;32.4;118.72;39.79;?;100%;https://www.vinted.fr/items/9385474803-salameche-promo-ecarlate-et-violette
2026-07-13 01:31;Méga-Gardevoir ex 187/132;Vinted;Carte pokémon méga-Gardevoir ex;3.0;3.5;6.5;245.0;=;97.3;309.77;263.0;?;100%;https://www.vinted.fr/items/9385017511-carte-pokemon-mega-gardevoir-ex
2026-07-13 03:08;Pikachu 173/165;Vinted;Carta Pokémon Pikachu 173/165 AR Holo – Giapponese - Art Rare - Pokémon 151;64.9;3.5;68.4;95.99;↗️;28.7;121.37;37.19;?;100%;https://www.vinted.fr/items/9384280211-carta-pokemon-pikachu-173165-ar-holo-giapponese-art-rare-pokemon-151
2026-07-13 12:58;Pikachu 173/165;Vinted;Carta Pokemon Pikachu 173/165 - Sv2a 151;55.0;3.5;58.5;95.99;=;39.1;121.37;47.09;?;100%;https://www.vinted.fr/items/9387508917-carta-pokemon-pikachu-173165-sv2a-151
2026-07-13 20:06;Pikachu 173/165;Vinted;Carte pokémon pikachu ar 173/165 sv2a japonais;36.0;3.5;39.5;95.99;=;58.8;121.37;66.09;?;100%;https://www.vinted.fr/items/9391030601-carte-pokemon-pikachu-ar-173165-sv2a-japonais
2026-07-13 20:06;Mew ex 205/165;Vinted;Carte Pokémon Mewtwo de la Team Rocket SVP 205 [FR];9.0;3.5;12.5;44.89;=;72.2;56.76;36.88;?;100%;https://www.vinted.fr/items/9386932641-carte-pokemon-mewtwo-de-la-team-rocket-svp-205-fr
2026-07-13 20:06;Alakazam ex 188/165;Vinted;Alakazam ex (MEW 065) - 151;2.5;3.5;6.0;30.0;=;80.0;37.93;27.0;?;100%;https://www.vinted.fr/items/9225199297-alakazam-ex-mew-065-151
2026-07-13 20:06;Alakazam ex 188/165;Vinted;Alakazam Ex - Ecarlate et Violet - sv2a - 151 - 2023;13.0;3.5;16.5;30.0;=;45.0;37.93;16.5;?;100%;https://www.vinted.fr/items/9370601862-alakazam-ex-ecarlate-et-violet-sv2a-151-2023
2026-07-13 21:48;Méga-Gardevoir ex 187/132;Vinted;Mega gardevoir ex stamp;6.2;3.5;9.7;245.0;=;96.0;309.77;259.8;?;100%;https://www.vinted.fr/items/9392787226-mega-gardevoir-ex-stamp
2026-07-13 21:48;Salamèche 168/165;Vinted;Carte pokémon Salamèche;20.0;3.5;23.5;93.9;=;75.0;118.72;79.79;?;100%;https://www.vinted.fr/items/9387447021-carte-pokemon-salameche
2026-07-13 22:55;Bulbizarre 166/165;Vinted;Bulbizarre AR sv2a 166 jap;26.0;3.5;29.5;72.5;=;59.3;91.67;50.25;?;100%;https://www.vinted.fr/items/9389602168-bulbizarre-ar-sv2a-166-jap
2026-07-13 23:52;Méga-Dracolosse ex 290/217;Vinted;Carte Pokémon Méga-Dracolosse ex;35.0;3.5;38.5;450.0;=;91.4;568.97;456.5;?;100%;https://www.vinted.fr/items/9127730286-carte-pokemon-mega-dracolosse-ex
2026-07-13 23:52;Pikachu 173/165;Vinted;Pikachu 173/165 Pokemon card;24.0;3.5;27.5;95.99;=;71.4;121.37;78.09;?;100%;https://www.vinted.fr/items/9393498555-pikachu-173165-pokemon-card
2026-07-13 23:52;Pikachu 173/165;Vinted;Pokémon Pikachu #173 - sv2a -Pokémon Card 151;39.99;3.5;43.49;95.99;=;54.7;121.37;62.1;?;100%;https://www.vinted.fr/items/9389300075-pokemon-pikachu-173-sv2a-pokemon-card-151
2026-07-13 23:52;Mew ex 205/165;Vinted;Mew EX 205/165;25.0;3.5;28.5;44.89;=;36.5;56.76;20.88;?;100%;https://www.vinted.fr/items/9393484116-mew-ex-205165
2026-07-14 00:52;Pikachu 173/165;Vinted;Pokémon Pikachu #173 - sv2a -Pokémon Card 151 EX;37.99;3.5;41.49;95.99;=;56.8;121.37;64.1;?;100%;https://www.vinted.fr/items/9389294505-pokemon-pikachu-173-sv2a-pokemon-card-151-ex
2026-07-14 01:50;Dracaufeu ex 199/165;Vinted;Dracaufeu ex (OBF 223) - état excellent;90.0;3.5;93.5;432.5;=;78.4;546.84;382.25;?;100%;https://www.vinted.fr/items/9386105059-dracaufeu-ex-obf-223-etat-excellent
2026-07-14 07:47;Mewtwo ex Team Rocket 281/217;Vinted;Mewtwo ex del Team Rocket SAR 281/217 Ascesa Eroica ITA;180.0;3.5;183.5;520.0;=;64.7;657.47;388.5;?;100%;https://www.vinted.fr/items/9381724920-mewtwo-ex-del-team-rocket-sar-281217-ascesa-eroica-ita
2026-07-14 07:47;Mewtwo ex Team Rocket 281/217;Vinted;Mewtwo ex del Team Rocket 281/217;180.0;3.5;183.5;520.0;=;64.7;657.47;388.5;?;100%;https://www.vinted.fr/items/9347455871-mewtwo-ex-del-team-rocket-281217
2026-07-14 07:47;Mewtwo ex Team Rocket 281/217;Vinted;Mewtwo EX del Team Rocket 281/217 Ascesa Eroica;220.0;3.5;223.5;520.0;=;57.0;657.47;348.5;?;100%;https://www.vinted.fr/items/9340003050-mewtwo-ex-del-team-rocket-281217-ascesa-eroica
2026-07-14 07:47;Mewtwo ex Team Rocket 281/217;Vinted;Mewtwo EX del Team Rocket ASC 281/217;300.0;3.5;303.5;520.0;=;41.6;657.47;268.5;?;100%;https://www.vinted.fr/items/9311531599-mewtwo-ex-del-team-rocket-asc-281217
2026-07-14 07:47;Méga-Gardevoir ex 178/132;Vinted;Mega Gardevoir Ex SIR #178/132;1.0;3.5;4.5;231.25;=;98.1;292.39;249.88;?;100%;https://www.vinted.fr/items/9317593615-mega-gardevoir-ex-sir-178132
2026-07-14 07:47;Mewtwo ex Team Rocket 281/217;Vinted;MewTwo ex 281/217 Alt ME 2.5 héros transcendants Carte Pokémon FR;340.0;3.5;343.5;520.0;=;33.9;657.47;228.5;?;100%;https://www.vinted.fr/items/9357818515-mewtwo-ex-281217-alt-me-25-heros-transcendants-carte-pokemon-fr
2026-07-14 07:47;Méga-Dracaufeu Y ex 294/217;Vinted;Mega-dracaufeu Y ex 294/217;280.0;3.5;283.5;450.0;=;37.0;568.97;211.5;?;100%;https://www.vinted.fr/items/9358144379-mega-dracaufeu-y-ex-294217
2026-07-14 07:47;Mewtwo ex Team Rocket 281/217;Vinted;Pokémon Mewtwo ex de la team rocket 281/217 CCC 9;359.95;3.5;363.45;520.0;=;30.1;657.47;208.55;?;100%;https://www.vinted.fr/items/9358387082-pokemon-mewtwo-ex-de-la-team-rocket-281217-ccc-9
2026-07-14 07:47;Méga-Lucario ex 179/132;Vinted;Carta Pokémon Mega Lucario ex 179/132 – Fuoriserie Rara Illustrazione Speciale (Italiano);115.0;3.5;118.5;246.22;=;51.9;311.31;152.34;?;100%;https://www.vinted.fr/items/9393466429-carta-pokemon-mega-lucario-ex-179132-fuoriserie-rara-illustrazione-speciale-italiano
2026-07-14 07:47;Méga-Lucario ex 179/132;Vinted;Mega Lucario ex SAR 179/132, MegaEvoluzioni ITA;120.0;3.5;123.5;246.22;=;49.8;311.31;147.34;?;100%;https://www.vinted.fr/items/9381786585-mega-lucario-ex-sar-179132-megaevoluzioni-ita
2026-07-14 07:47;Méga-Gardevoir ex 178/132;Vinted;Mega Gardevoir Ex 178/132;120.0;3.5;123.5;231.25;=;46.6;292.39;130.88;?;100%;https://www.vinted.fr/items/9393790062-mega-gardevoir-ex-178132
2026-07-14 07:47;Méga-Gardevoir ex 178/132;Vinted;Mega Gardevoir ex MEG 178/132;130.0;3.5;133.5;231.25;=;42.3;292.39;120.88;?;100%;https://www.vinted.fr/items/9253757240-mega-gardevoir-ex-meg-178132
2026-07-14 07:47;Méga-Gardevoir ex 178/132;Vinted;Mega Gardevoir EX MEG 178/132;132.0;3.5;135.5;231.25;=;41.4;292.39;118.88;?;100%;https://www.vinted.fr/items/9367248654-mega-gardevoir-ex-meg-178132
2026-07-14 08:04;Mewtwo ex Team Rocket 281/217;Vinted;Mewtwo ex del Team Rocket 281/217;170.0;3.5;173.5;520.0;=;66.6;657.47;398.5;?;100%;https://www.vinted.fr/items/9255658800-mewtwo-ex-del-team-rocket-281217
2026-07-14 08:04;Mewtwo ex Team Rocket 281/217;Vinted;Mewtwo Ex del Team Rocket ASC 281/217 ITA;185.0;3.5;188.5;520.0;=;63.7;657.47;383.5;?;100%;https://www.vinted.fr/items/9256835056-mewtwo-ex-del-team-rocket-asc-281217-ita
2026-07-14 08:04;Méga-Lucario ex 179/132;Vinted;Mega Lucario ex 179/132 carta Pokemon TCG | Rara Ilustración Especial | PS340;74.9;3.5;78.4;246.22;=;68.2;311.31;192.44;?;100%;https://www.vinted.fr/items/9254798993-mega-lucario-ex-179132-carta-pokemon-tcg-rara-ilustracion-especial-ps340
2026-07-14 08:04;Méga-Dracaufeu Y ex 294/217;Vinted;Carte Pokemon - Mega Dracaufeu Y Ex 294/217;310.0;3.5;313.5;450.0;=;30.3;568.97;181.5;?;100%;https://www.vinted.fr/items/9358959314-carte-pokemon-mega-dracaufeu-y-ex-294217
2026-07-14 08:04;Méga-Lucario ex 179/132;Vinted;Mega Lucario ex 179/132;130.0;3.5;133.5;246.22;=;45.8;311.31;137.34;?;100%;https://www.vinted.fr/items/9238281433-mega-lucario-ex-179132
2026-07-14 08:04;Méga-Lucario ex 179/132;Vinted;Pokemon Card – Mega Lucario ex  SAR  179/132 Megaevoluzione in Italiano;135.0;3.5;138.5;246.22;=;43.7;311.31;132.34;?;100%;https://www.vinted.fr/items/9337075139-pokemon-card-mega-lucario-ex-sar-179132-megaevoluzione-in-italiano
2026-07-14 08:04;Méga-Gardevoir ex 178/132;Vinted;mega Gardevoir EX 178/132 Megaevoluzione;127.9;3.5;131.4;231.25;=;43.2;292.39;122.98;?;100%;https://www.vinted.fr/items/9380765136-mega-gardevoir-ex-178132-megaevoluzione
2026-07-14 08:04;Méga-Gardevoir ex 178/132;Vinted;Pokémon Mega Gardevoir ex 178/132;130.0;3.5;133.5;231.25;=;42.3;292.39;120.88;?;100%;https://www.vinted.fr/items/9272475520-pokemon-mega-gardevoir-ex-178132
2026-07-14 08:04;Méga-Gardevoir ex 178/132;Vinted;Mega Gardevoir ex 178/132 MEG ITA;135.0;3.5;138.5;231.25;=;40.1;292.39;115.88;?;100%;https://www.vinted.fr/items/9285463897-mega-gardevoir-ex-178132-meg-ita
2026-07-14 08:04;Méga-Gardevoir ex 178/132;Vinted;Mega Gardevoir ex 178/132 | Scarlatto e Violetto ITA | Near Mint;140.0;3.5;143.5;231.25;=;37.9;292.39;110.88;?;100%;https://www.vinted.fr/items/9284396887-mega-gardevoir-ex-178132-scarlatto-e-violetto-ita-near-mint
2026-07-14 08:04;Méga-Lucario ex 188/132;Vinted;Méga-Lucario ex Gold 188/132 – FR – Défaut d’impression d’usine;195.0;3.5;198.5;274.26;=;27.6;346.77;103.19;?;100%;https://www.vinted.fr/items/9266113257-mega-lucario-ex-gold-188132-fr-defaut-dimpression-dusine
2026-07-14 08:04;Méga-Zygarde ex 120/088;Vinted;Mega Zygarde ex 120 / 088;42.0;3.5;45.5;81.25;=;44.0;102.73;43.88;?;100%;https://www.vinted.fr/items/9286144212-mega-zygarde-ex-120-088
2026-07-14 09:09;Méga-Dracaufeu X ex 125/094;Vinted;Carte pokemon méga-Dracaufeu X EX 125/094;360.0;3.5;363.5;800.0;=;54.6;1011.49;516.5;?;100%;https://www.vinted.fr/items/9253794342-carte-pokemon-mega-dracaufeu-x-ex-125094
